2025-10-26 14:55:06 | customer_support | workflow_delay | $0.0893 | partial
2025-10-27 07:20:35 | customer_support | data_error | $0.0909 | partial
2025-10-27 07:20:43 | customer_support | api_failure | $0.0972 | partial
2025-10-27 07:20:50 | order_processing | queue_pressure | $0.0942 | partial
2025-10-27 07:20:57 | customer_support | data_error | $0.0880 | partial
2025-10-27 07:21:04 | order_processing | data_error | $0.0956 | partial
2025-10-27 07:21:12 | order_processing | data_error | $0.0877 | partial
2025-10-27 07:21:20 | invoice_processing | queue_pressure | $0.0909 | partial
2025-10-27 07:21:25 | invoice_processing | queue_pressure | $0.0987 | partial
2025-10-27 07:21:33 | invoice_processing | data_error | $0.0893 | partial
2025-10-27 07:21:40 | invoice_processing | data_error | $0.0940 | partial
2025-10-27 07:21:47 | order_processing | api_failure | $0.0909 | partial
2025-10-27 07:21:56 | customer_support | data_error | $0.0928 | partial
2025-10-27 07:22:05 | invoice_processing | data_error | $0.0956 | partial
2025-10-27 07:22:10 | invoice_processing | workflow_delay | $0.0908 | partial
2025-10-27 07:22:17 | order_processing | api_failure | $0.0938 | partial
2025-10-27 07:22:25 | invoice_processing | workflow_delay | $0.0917 | partial
2025-10-27 07:22:34 | order_processing | workflow_delay | $0.0955 | partial
2025-10-27 07:22:39 | invoice_processing | queue_pressure | $0.0989 | partial
2025-10-27 07:22:46 | invoice_processing | queue_pressure | $0.0910 | partial
2025-10-27 07:22:56 | customer_support | workflow_delay | $0.0951 | partial
2025-10-27 07:23:03 | invoice_processing | data_error | $0.0903 | partial
2025-10-27 07:23:13 | order_processing | workflow_delay | $0.0977 | partial
2025-10-27 07:23:21 | customer_support | workflow_delay | $0.0936 | partial
2025-10-27 07:23:27 | invoice_processing | data_error | $0.0920 | partial
2025-10-27 07:23:36 | order_processing | workflow_delay | $0.0955 | partial
2025-10-27 07:23:42 | invoice_processing | queue_pressure | $0.0986 | partial
2025-10-27 07:23:43 | customer_support | queue_pressure | $0.0885 | partial
2025-10-27 07:23:43 | customer_support | queue_pressure | $0.0885 | success
2025-10-27 07:23:48 | order_processing | api_failure | $0.0956 | partial
2025-10-27 07:23:51 | order_processing | queue_pressure | $0.0887 | partial
2025-10-27 07:23:56 | order_processing | api_failure | $0.0979 | partial
2025-10-27 07:23:57 | invoice_processing | api_failure | $0.0980 | partial
2025-10-27 07:23:59 | customer_support | queue_pressure | $0.0930 | partial
2025-10-27 07:23:59 | customer_support | queue_pressure | $0.0930 | success
2025-10-27 07:24:03 | order_processing | api_failure | $0.0900 | partial
2025-10-27 07:24:05 | order_processing | queue_pressure | $0.0900 | partial
2025-10-27 07:24:08 | customer_support | queue_pressure | $0.0885 | partial
2025-10-27 07:24:11 | customer_support | queue_pressure | $0.0922 | partial
2025-10-27 07:24:11 | customer_support | queue_pressure | $0.0922 | success
2025-10-27 07:24:13 | order_processing | queue_pressure | $0.0918 | partial
2025-10-27 07:24:14 | customer_support | queue_pressure | $0.0932 | partial
2025-10-27 07:24:18 | customer_support | data_error | $0.0962 | partial
2025-10-27 07:24:22 | customer_support | api_failure | $0.0934 | partial
2025-10-27 07:24:25 | customer_support | data_error | $0.0936 | partial
2025-10-27 07:24:29 | invoice_processing | api_failure | $0.0914 | partial
2025-10-27 07:24:31 | order_processing | queue_pressure | $0.0905 | partial
2025-10-27 07:24:38 | customer_support | api_failure | $0.0963 | partial
2025-10-27 07:24:39 | order_processing | api_failure | $0.0875 | partial
2025-10-27 07:24:47 | order_processing | api_failure | $0.0942 | partial
2025-10-27 07:24:48 | order_processing | queue_pressure | $0.0954 | partial
2025-10-27 07:24:52 | order_processing | workflow_delay | $0.0923 | partial
2025-10-27 07:24:54 | invoice_processing | queue_pressure | $0.0957 | partial
2025-10-27 07:24:59 | order_processing | workflow_delay | $0.0878 | partial
2025-10-27 07:25:00 | customer_support | api_failure | $0.0953 | partial
2025-10-27 07:25:06 | customer_support | workflow_delay | $0.0897 | partial
2025-10-27 07:25:06 | customer_support | data_error | $0.0980 | partial
2025-10-27 07:25:12 | customer_support | queue_pressure | $0.0948 | partial
2025-10-27 07:25:13 | customer_support | data_error | $0.0942 | partial
2025-10-27 07:25:20 | customer_support | api_failure | $0.0974 | partial
2025-10-27 07:25:21 | customer_support | api_failure | $0.0894 | partial
2025-10-27 07:25:28 | customer_support | data_error | $0.0883 | partial
2025-10-27 07:25:28 | customer_support | api_failure | $0.0983 | partial
2025-10-27 07:25:33 | customer_support | workflow_delay | $0.0931 | partial
2025-10-27 07:25:35 | invoice_processing | data_error | $0.0977 | partial
2025-10-27 07:25:43 | invoice_processing | api_failure | $0.0944 | partial
2025-10-27 07:25:45 | invoice_processing | queue_pressure | $0.0958 | partial
2025-10-27 07:25:48 | invoice_processing | queue_pressure | $0.0881 | partial
2025-10-27 07:25:48 | invoice_processing | queue_pressure | $0.0881 | success
2025-10-27 07:25:51 | order_processing | queue_pressure | $0.0955 | partial
2025-10-27 07:25:53 | order_processing | queue_pressure | $0.0990 | partial
2025-10-27 07:25:53 | order_processing | queue_pressure | $0.0990 | success
2025-10-27 07:25:53 | order_processing | data_error | $0.0883 | partial
2025-10-27 07:25:57 | invoice_processing | queue_pressure | $0.0920 | partial
2025-10-27 07:25:59 | order_processing | data_error | $0.0955 | partial
2025-10-27 07:26:02 | invoice_processing | workflow_delay | $0.0897 | partial
2025-10-27 10:26:08 | invoice_processing | api_failure | $0.0881 | partial
2025-10-27 10:26:09 | invoice_processing | data_error | $0.0984 | partial
2025-10-27 10:26:15 | customer_support | workflow_delay | $0.0888 | partial
2025-10-27 10:26:16 | invoice_processing | workflow_delay | $0.0887 | partial
2025-10-27 13:28:00 | order_processing | workflow_delay | $0.0978 | partial
2025-10-27 13:28:00 | customer_support | queue_pressure | $0.0964 | partial
2025-10-27 13:28:05 | order_processing | queue_pressure | $0.0929 | partial
2025-10-27 13:28:08 | order_processing | data_error | $0.0955 | partial
2025-10-27 13:28:12 | customer_support | api_failure | $0.0967 | partial
2025-10-27 13:28:14 | invoice_processing | data_error | $0.0956 | partial
2025-10-27 13:28:18 | order_processing | queue_pressure | $0.0880 | partial
2025-10-27 13:28:22 | order_processing | data_error | $0.0911 | partial
2025-10-27 13:28:27 | invoice_processing | workflow_delay | $0.0979 | partial
2025-10-27 13:28:28 | customer_support | api_failure | $0.0934 | partial
2025-10-27 13:28:35 | order_processing | queue_pressure | $0.0946 | partial
2025-10-27 13:28:36 | customer_support | api_failure | $0.0899 | partial
2025-10-27 13:28:41 | order_processing | api_failure | $0.0948 | partial
2025-10-27 13:28:43 | order_processing | api_failure | $0.0880 | partial
2025-10-27 13:28:48 | order_processing | queue_pressure | $0.0929 | partial
2025-10-27 13:28:50 | order_processing | workflow_delay | $0.0918 | partial
2025-10-27 13:28:56 | customer_support | api_failure | $0.0957 | partial
2025-10-27 13:28:57 | invoice_processing | data_error | $0.0987 | partial
2025-10-27 13:29:02 | invoice_processing | api_failure | $0.0880 | partial
2025-10-27 13:29:03 | invoice_processing | api_failure | $0.0883 | partial
2025-10-27 13:29:09 | order_processing | api_failure | $0.0883 | partial
2025-10-27 13:29:12 | customer_support | queue_pressure | $0.0937 | partial
2025-10-27 13:29:18 | customer_support | queue_pressure | $0.0964 | partial
2025-10-27 13:29:21 | order_processing | workflow_delay | $0.0945 | partial
2025-10-27 13:29:27 | order_processing | api_failure | $0.0952 | partial
2025-10-27 13:29:27 | invoice_processing | data_error | $0.0894 | partial
2025-10-27 13:29:36 | invoice_processing | data_error | $0.0978 | partial
2025-10-27 13:29:37 | customer_support | workflow_delay | $0.0976 | partial
2025-10-27 13:29:45 | order_processing | api_failure | $0.0940 | partial
2025-10-27 13:29:45 | customer_support | workflow_delay | $0.0949 | partial
2025-10-27 13:29:50 | order_processing | queue_pressure | $0.0933 | partial
2025-10-27 13:29:52 | customer_support | workflow_delay | $0.0917 | partial
2025-10-27 13:29:58 | customer_support | queue_pressure | $0.0948 | partial
2025-10-27 13:30:00 | customer_support | workflow_delay | $0.0963 | partial
2025-10-27 13:30:07 | invoice_processing | api_failure | $0.0888 | partial
2025-10-27 13:30:09 | customer_support | queue_pressure | $0.0961 | partial
2025-10-27 13:30:12 | invoice_processing | queue_pressure | $0.0876 | partial
2025-10-27 13:30:18 | invoice_processing | queue_pressure | $0.0988 | partial
2025-10-27 13:30:23 | invoice_processing | api_failure | $0.0886 | partial
2025-10-27 13:30:24 | invoice_processing | queue_pressure | $0.0907 | partial
2025-10-27 13:30:29 | order_processing | workflow_delay | $0.0932 | partial
2025-10-27 13:30:33 | order_processing | queue_pressure | $0.0955 | partial
2025-10-27 13:30:36 | customer_support | workflow_delay | $0.0906 | partial
2025-10-27 13:30:39 | customer_support | api_failure | $0.0943 | partial
2025-10-27 13:30:46 | invoice_processing | data_error | $0.0926 | partial
2025-10-27 13:30:46 | order_processing | data_error | $0.0968 | partial
2025-10-27 13:30:51 | customer_support | api_failure | $0.0927 | partial
2025-10-27 13:30:52 | order_processing | queue_pressure | $0.0936 | partial
2025-10-27 13:30:57 | invoice_processing | api_failure | $0.0895 | partial
2025-10-27 13:30:57 | customer_support | api_failure | $0.0964 | partial
2025-10-27 13:31:03 | invoice_processing | queue_pressure | $0.0930 | partial
2025-10-27 13:31:05 | order_processing | workflow_delay | $0.0938 | partial
2025-10-27 13:31:10 | invoice_processing | queue_pressure | $0.0922 | partial
2025-10-27 13:31:13 | order_processing | api_failure | $0.0981 | partial
2025-10-27 13:31:15 | order_processing | queue_pressure | $0.0973 | partial
2025-10-27 13:31:20 | invoice_processing | workflow_delay | $0.0939 | partial
2025-10-27 13:31:23 | invoice_processing | workflow_delay | $0.0948 | partial
2025-10-27 13:31:28 | order_processing | workflow_delay | $0.0888 | partial
2025-10-27 13:31:31 | invoice_processing | queue_pressure | $0.0898 | partial
2025-10-27 13:31:36 | invoice_processing | api_failure | $0.0947 | partial
2025-10-27 13:31:39 | order_processing | data_error | $0.0893 | partial
2025-10-27 13:31:44 | customer_support | queue_pressure | $0.0965 | partial
2025-10-27 13:31:44 | invoice_processing | data_error | $0.0926 | partial
2025-10-27 13:31:51 | customer_support | api_failure | $0.0968 | partial
2025-10-27 13:31:51 | invoice_processing | queue_pressure | $0.0955 | partial
2025-10-27 13:31:59 | invoice_processing | api_failure | $0.0882 | partial
2025-10-27 13:32:00 | customer_support | queue_pressure | $0.0903 | partial
2025-10-27 13:32:08 | customer_support | workflow_delay | $0.0957 | partial
2025-10-27 13:32:10 | order_processing | api_failure | $0.0911 | partial
2025-10-27 13:32:18 | order_processing | workflow_delay | $0.0986 | partial
2025-10-27 13:32:18 | order_processing | queue_pressure | $0.0923 | partial
2025-10-27 13:32:25 | customer_support | workflow_delay | $0.0958 | partial
2025-10-27 13:32:27 | customer_support | api_failure | $0.0933 | partial
2025-10-27 13:32:30 | customer_support | data_error | $0.0951 | partial
2025-10-27 13:32:37 | customer_support | api_failure | $0.0927 | partial
2025-10-27 13:32:38 | invoice_processing | queue_pressure | $0.0971 | partial
2025-10-27 13:32:42 | invoice_processing | api_failure | $0.0891 | partial
2025-10-27 13:32:46 | order_processing | api_failure | $0.0895 | partial
2025-10-27 13:32:48 | order_processing | queue_pressure | $0.0907 | partial
2025-10-27 13:32:52 | invoice_processing | api_failure | $0.0961 | partial
2025-10-27 13:32:57 | customer_support | workflow_delay | $0.0950 | partial
2025-10-27 13:33:00 | customer_support | data_error | $0.0925 | partial
2025-10-27 13:33:05 | customer_support | data_error | $0.0989 | partial
2025-10-27 13:33:10 | customer_support | queue_pressure | $0.0986 | partial
2025-10-27 13:33:13 | customer_support | api_failure | $0.0902 | partial
2025-10-27 13:33:17 | order_processing | workflow_delay | $0.0978 | partial
2025-10-27 13:33:20 | order_processing | workflow_delay | $0.0888 | partial
2025-10-27 13:33:24 | customer_support | api_failure | $0.0876 | partial
2025-10-27 13:33:27 | order_processing | data_error | $0.0930 | partial
2025-10-27 13:33:31 | invoice_processing | api_failure | $0.0986 | partial
2025-10-27 13:33:32 | order_processing | data_error | $0.0936 | partial
2025-10-27 13:33:36 | customer_support | api_failure | $0.0884 | partial
2025-10-27 13:33:39 | invoice_processing | api_failure | $0.0927 | partial
2025-10-27 13:33:43 | customer_support | api_failure | $0.0984 | partial
2025-10-27 13:33:49 | invoice_processing | data_error | $0.0943 | partial
2025-10-27 13:33:53 | customer_support | api_failure | $0.0881 | partial
2025-10-27 13:33:56 | customer_support | queue_pressure | $0.0934 | partial
2025-10-27 13:33:58 | customer_support | data_error | $0.0976 | partial
2025-10-27 13:34:01 | order_processing | api_failure | $0.0942 | partial
2025-10-27 13:34:05 | invoice_processing | api_failure | $0.0954 | partial
2025-10-27 13:34:10 | invoice_processing | queue_pressure | $0.0876 | partial
2025-10-27 13:34:10 | invoice_processing | data_error | $0.0911 | partial
2025-10-27 13:34:17 | order_processing | workflow_delay | $0.0948 | partial
2025-10-27 13:34:19 | order_processing | workflow_delay | $0.0978 | partial
2025-10-27 13:34:24 | invoice_processing | queue_pressure | $0.0958 | partial
2025-10-27 13:34:25 | customer_support | queue_pressure | $0.0884 | partial
2025-10-27 13:34:32 | invoice_processing | workflow_delay | $0.0919 | partial
2025-10-27 13:34:34 | customer_support | api_failure | $0.0888 | partial
2025-10-27 13:34:41 | order_processing | data_error | $0.0934 | partial
2025-10-27 13:34:41 | order_processing | queue_pressure | $0.0924 | partial
2025-10-27 13:34:46 | customer_support | queue_pressure | $0.0972 | partial
2025-10-27 13:34:47 | customer_support | api_failure | $0.0939 | partial
2025-10-27 13:34:52 | customer_support | workflow_delay | $0.0974 | partial
2025-10-27 13:34:56 | customer_support | workflow_delay | $0.0905 | partial
2025-10-27 13:35:01 | order_processing | workflow_delay | $0.0972 | partial
2025-10-27 13:35:02 | order_processing | api_failure | $0.0900 | partial
2025-10-27 13:35:07 | order_processing | queue_pressure | $0.0904 | partial
2025-10-27 13:35:08 | invoice_processing | data_error | $0.0973 | partial
2025-10-27 13:35:13 | order_processing | queue_pressure | $0.0901 | partial
2025-10-27 13:35:18 | customer_support | api_failure | $0.0949 | partial
2025-10-27 13:35:21 | customer_support | data_error | $0.0961 | partial
2025-10-27 13:35:24 | order_processing | data_error | $0.0899 | partial
2025-10-27 13:35:27 | customer_support | data_error | $0.0983 | partial
2025-10-27 13:35:29 | invoice_processing | api_failure | $0.0930 | partial
2025-10-27 13:35:34 | order_processing | workflow_delay | $0.0889 | partial
2025-10-27 13:35:34 | order_processing | workflow_delay | $0.0895 | partial
2025-10-27 13:35:39 | order_processing | api_failure | $0.0982 | partial
2025-10-27 13:35:44 | order_processing | workflow_delay | $0.0930 | partial
2025-10-27 13:35:44 | invoice_processing | workflow_delay | $0.0905 | partial
2025-10-27 13:35:52 | customer_support | queue_pressure | $0.0903 | partial
2025-10-27 13:35:55 | customer_support | data_error | $0.0955 | partial
2025-10-27 13:36:00 | invoice_processing | queue_pressure | $0.0981 | partial
2025-10-27 13:36:01 | invoice_processing | data_error | $0.0945 | partial
2025-10-27 13:36:08 | order_processing | workflow_delay | $0.0899 | partial
2025-10-27 13:36:10 | order_processing | api_failure | $0.0895 | partial
2025-10-27 13:36:13 | order_processing | api_failure | $0.0886 | partial
2025-10-27 13:36:16 | order_processing | queue_pressure | $0.0909 | partial
2025-10-27 13:36:22 | order_processing | workflow_delay | $0.0949 | partial
2025-10-27 13:36:23 | customer_support | data_error | $0.0958 | partial
2025-10-27 13:36:29 | customer_support | api_failure | $0.0879 | partial
2025-10-27 13:36:30 | invoice_processing | api_failure | $0.0908 | partial
2025-10-27 13:36:35 | order_processing | workflow_delay | $0.0938 | partial
2025-10-27 13:36:39 | order_processing | data_error | $0.0908 | partial
2025-10-27 13:36:43 | customer_support | data_error | $0.0953 | partial
2025-10-27 13:36:44 | order_processing | queue_pressure | $0.0903 | partial
2025-10-27 13:36:49 | customer_support | api_failure | $0.0961 | partial
2025-10-27 13:36:54 | customer_support | api_failure | $0.0973 | partial
2025-10-27 13:36:57 | invoice_processing | api_failure | $0.0910 | partial
2025-10-27 13:37:01 | order_processing | api_failure | $0.0903 | partial
2025-10-27 13:37:06 | invoice_processing | queue_pressure | $0.0989 | partial
2025-10-27 13:37:06 | invoice_processing | api_failure | $0.0887 | partial
2025-10-27 13:37:12 | customer_support | api_failure | $0.0888 | partial
2025-10-27 13:37:16 | order_processing | workflow_delay | $0.0907 | partial
2025-10-27 13:37:21 | customer_support | workflow_delay | $0.0953 | partial
2025-10-27 13:37:24 | order_processing | queue_pressure | $0.0936 | partial
2025-10-27 13:37:31 | order_processing | data_error | $0.0984 | partial
2025-10-27 13:37:31 | invoice_processing | queue_pressure | $0.0891 | partial
2025-10-27 13:37:40 | order_processing | workflow_delay | $0.0903 | partial
2025-10-27 13:37:42 | order_processing | queue_pressure | $0.0912 | partial
2025-10-27 13:37:50 | invoice_processing | queue_pressure | $0.0885 | partial
2025-10-27 13:37:52 | customer_support | queue_pressure | $0.0877 | partial
2025-10-27 13:37:55 | customer_support | workflow_delay | $0.0981 | partial
2025-10-27 13:37:59 | order_processing | workflow_delay | $0.0981 | partial
2025-10-27 13:38:00 | order_processing | workflow_delay | $0.0936 | partial
2025-10-27 13:38:04 | customer_support | queue_pressure | $0.0941 | partial
2025-10-27 13:38:10 | invoice_processing | api_failure | $0.0957 | partial
2025-10-27 13:38:13 | customer_support | api_failure | $0.0937 | partial
2025-10-27 13:38:15 | invoice_processing | queue_pressure | $0.0913 | partial
2025-10-27 13:38:18 | customer_support | workflow_delay | $0.0989 | partial
2025-10-27 13:38:20 | order_processing | api_failure | $0.0884 | partial
2025-10-27 13:38:24 | order_processing | queue_pressure | $0.0974 | partial
2025-10-27 13:38:27 | customer_support | api_failure | $0.0929 | partial
2025-10-27 13:38:29 | order_processing | queue_pressure | $0.0920 | partial
2025-10-27 13:38:36 | customer_support | data_error | $0.0884 | partial
2025-10-27 13:38:37 | customer_support | data_error | $0.0986 | partial
2025-10-27 13:38:42 | invoice_processing | queue_pressure | $0.0917 | partial
2025-10-27 13:38:43 | invoice_processing | api_failure | $0.0932 | partial
2025-10-27 15:27:45 | invoice_processing | data_error | $0.0888 | partial
2025-10-27 15:27:47 | customer_support | api_failure | $0.0979 | partial
2025-10-27 15:27:52 | order_processing | queue_pressure | $0.0877 | partial
2025-10-27 15:27:53 | invoice_processing | queue_pressure | $0.0979 | partial
2025-10-27 15:28:00 | order_processing | workflow_delay | $0.0901 | partial
2025-10-27 15:28:02 | customer_support | data_error | $0.0990 | partial
2025-10-27 15:28:09 | order_processing | workflow_delay | $0.0959 | partial
2025-10-27 15:28:12 | order_processing | queue_pressure | $0.0983 | partial
2025-10-27 15:28:18 | invoice_processing | queue_pressure | $0.0926 | partial
2025-10-27 15:28:19 | invoice_processing | api_failure | $0.0975 | partial
2025-10-27 15:28:24 | invoice_processing | data_error | $0.0973 | partial
2025-10-27 15:28:25 | order_processing | data_error | $0.0942 | partial
2025-10-27 15:28:32 | customer_support | data_error | $0.0894 | partial
2025-10-27 15:28:33 | customer_support | data_error | $0.0921 | partial
2025-10-27 15:28:41 | invoice_processing | workflow_delay | $0.0918 | partial
2025-10-27 15:28:41 | order_processing | api_failure | $0.0894 | partial
2025-10-27 15:28:46 | customer_support | data_error | $0.0958 | partial
2025-10-27 15:28:48 | order_processing | data_error | $0.0898 | partial
2025-10-27 15:28:53 | order_processing | data_error | $0.0885 | partial
2025-10-27 15:28:55 | order_processing | data_error | $0.0897 | partial
2025-10-27 15:28:59 | invoice_processing | api_failure | $0.0987 | partial
2025-10-27 15:29:02 | invoice_processing | queue_pressure | $0.0919 | partial
2025-10-27 15:29:04 | order_processing | data_error | $0.0942 | partial
2025-10-27 15:29:11 | order_processing | data_error | $0.0959 | partial
2025-10-27 15:29:12 | customer_support | api_failure | $0.0964 | partial
2025-10-27 15:29:19 | order_processing | data_error | $0.0938 | partial
2025-10-27 15:29:21 | invoice_processing | workflow_delay | $0.0913 | partial
2025-10-27 15:29:24 | invoice_processing | queue_pressure | $0.0894 | partial
2025-10-27 15:29:27 | customer_support | data_error | $0.0986 | partial
2025-10-27 15:29:32 | customer_support | workflow_delay | $0.0950 | partial
2025-10-27 15:29:33 | invoice_processing | queue_pressure | $0.0964 | partial
2025-10-27 15:29:40 | invoice_processing | api_failure | $0.0989 | partial
2025-10-27 15:29:41 | invoice_processing | queue_pressure | $0.0946 | partial
2025-10-27 15:29:46 | customer_support | api_failure | $0.0949 | partial
2025-10-27 15:29:50 | customer_support | data_error | $0.0934 | partial
2025-10-27 15:29:55 | customer_support | api_failure | $0.0889 | partial
2025-10-27 15:29:58 | invoice_processing | workflow_delay | $0.0983 | partial
2025-10-27 15:30:01 | customer_support | data_error | $0.0946 | partial
2025-10-27 15:30:06 | order_processing | api_failure | $0.0886 | partial
2025-10-27 15:30:11 | invoice_processing | data_error | $0.0949 | partial
2025-10-27 15:30:11 | order_processing | api_failure | $0.0968 | partial
2025-10-27 15:30:16 | order_processing | queue_pressure | $0.0955 | partial
2025-10-27 15:30:21 | order_processing | data_error | $0.0877 | partial
2025-10-27 15:30:24 | customer_support | api_failure | $0.0938 | partial
2025-10-27 15:30:29 | order_processing | data_error | $0.0964 | partial
2025-10-27 15:30:31 | customer_support | data_error | $0.0985 | partial
2025-10-27 15:30:38 | customer_support | api_failure | $0.0945 | partial
2025-10-27 15:30:39 | invoice_processing | data_error | $0.0899 | partial
2025-10-27 15:30:44 | invoice_processing | queue_pressure | $0.0914 | partial
2025-10-27 15:30:46 | customer_support | data_error | $0.0879 | partial
2025-10-27 15:30:50 | customer_support | workflow_delay | $0.0948 | partial
2025-10-27 15:30:54 | order_processing | workflow_delay | $0.0918 | partial
2025-10-27 15:30:58 | order_processing | queue_pressure | $0.0947 | partial
2025-10-27 15:31:02 | order_processing | queue_pressure | $0.0962 | partial
2025-10-27 15:31:05 | customer_support | api_failure | $0.0952 | partial
2025-10-27 15:31:08 | order_processing | queue_pressure | $0.0989 | partial
2025-10-27 15:31:12 | order_processing | data_error | $0.0884 | partial
2025-10-27 15:31:17 | order_processing | queue_pressure | $0.0980 | partial
2025-10-27 15:31:20 | invoice_processing | data_error | $0.0939 | partial
2025-10-27 15:31:27 | order_processing | queue_pressure | $0.0885 | partial
2025-10-27 15:31:30 | order_processing | queue_pressure | $0.0880 | partial
2025-10-27 15:31:36 | customer_support | api_failure | $0.0904 | partial
2025-10-27 15:31:40 | invoice_processing | queue_pressure | $0.0983 | partial
2025-10-27 15:31:44 | customer_support | workflow_delay | $0.0886 | partial
2025-10-27 15:31:47 | order_processing | queue_pressure | $0.0926 | partial
2025-10-27 15:31:49 | order_processing | queue_pressure | $0.0955 | partial
2025-10-27 15:31:52 | customer_support | api_failure | $0.0887 | partial
2025-10-27 15:31:59 | invoice_processing | queue_pressure | $0.0954 | partial
2025-10-27 15:32:01 | customer_support | data_error | $0.0950 | partial
2025-10-27 15:32:06 | invoice_processing | api_failure | $0.0905 | partial
2025-10-27 15:32:10 | order_processing | data_error | $0.0916 | partial
2025-10-27 15:32:12 | order_processing | queue_pressure | $0.0973 | partial
2025-10-27 15:32:16 | order_processing | data_error | $0.0876 | partial
2025-10-27 15:32:22 | order_processing | api_failure | $0.0944 | partial
2025-10-27 15:32:24 | invoice_processing | queue_pressure | $0.0977 | partial
2025-10-27 15:32:29 | invoice_processing | workflow_delay | $0.0966 | partial
2025-10-27 15:32:30 | invoice_processing | queue_pressure | $0.0985 | partial
2025-10-27 15:32:39 | order_processing | api_failure | $0.0952 | partial
2025-10-27 15:32:40 | invoice_processing | queue_pressure | $0.0967 | partial
2025-10-27 15:32:47 | order_processing | data_error | $0.0970 | partial
2025-10-27 15:32:47 | invoice_processing | workflow_delay | $0.0938 | partial
